Accuracy,PrimeNr,TargetNr,TargetNr_correct,Task,Time,distance_prime_target,Group
0.45454545454545453,15,,18.0,Relative,3s,31.74035286508332,VR
0.5909090909090909,15,,36.0,Relative,3s,158.91308945458204,VR
0.5454545454545454,33,,38.0,Relative,3s,60.40670492586063,VR
0.6818181818181818,33,,73.0,Relative,3s,69.76653925772723,VR
0.45454545454545453,39,,40.0,Relative,3s,91.7314013846948,VR
0.6818181818181818,39,,83.0,Relative,3s,37.25184559186291,VR
0.6818181818181818,55,,50.0,Relative,3s,63.50338573651008,VR
0.45454545454545453,55,,59.0,Relative,3s,90.92172457669287,VR
0.4090909090909091,76,,72.0,Relative,3s,106.97761448078754,VR
0.6363636363636364,76,,99.0,Relative,3s,130.10096079583735,VR
0.5,81,,52.0,Relative,3s,180.35867043200344,VR
0.36363636363636365,81,,69.0,Relative,3s,145.7428214355685,VR
0.5,113,,104.0,Relative,3s,95.76575588382309,VR
0.45454545454545453,113,,143.0,Relative,3s,183.4104686216138,VR
0.2727272727272727,117,,110.0,Relative,3s,88.01960008998,VR
0.45454545454545453,117,,145.0,Relative,3s,203.2115154217398,VR
0.7272727272727273,119,,121.0,Relative,3s,72.83254766929413,VR
0.2727272727272727,119,,130.0,Relative,3s,149.28261787629532,VR
0.4090909090909091,131,,138.0,Relative,3s,54.28848865091012,VR
0.45454545454545453,131,,146.0,Relative,3s,162.1075260436726,VR
0.45454545454545453,133,,107.0,Relative,3s,140.79183214945385,VR
0.6818181818181818,133,,118.0,Relative,3s,119.2035234378582,VR
0.5454545454545454,135,,126.0,Relative,3s,64.54339625399331,VR
0.6363636363636364,135,,132.0,Relative,3s,261.6899883449881,VR
0.45454545454545453,152,,181.0,Relative,3s,105.35392731170495,VR
0.4090909090909091,152,,187.0,Relative,3s,126.39185100314016,VR
0.3181818181818182,156,,173.0,Relative,3s,187.39567764492327,VR
0.5454545454545454,156,,177.0,Relative,3s,70.98373053031234,VR
0.36363636363636365,171,,147.0,Relative,3s,129.86277372673047,VR
0.22727272727272727,171,,182.0,Relative,3s,297.68589150310765,VR
0.45454545454545453,180,,158.0,Relative,3s,179.02036197036358,VR
0.5,180,,169.0,Relative,3s,173.76619348998815,VR
0.6818181818181818,189,,190.0,Relative,3s,36.27299270807419,VR
0.7272727272727273,189,,191.0,Relative,3s,39.635337768208835,VR
0.45454545454545453,193,,149.0,Relative,3s,149.77349565260207,VR
0.45454545454545453,193,,151.0,Relative,3s,89.88670646986681,VR
0.5909090909090909,15,,37.0,Relative,Inf,146.30010252901397,VR
0.6363636363636364,15,,47.0,Relative,Inf,213.42024271375945,VR
0.5909090909090909,33,,28.0,Relative,Inf,212.40725034706327,VR
0.5,33,,62.0,Relative,Inf,140.86262811689983,VR
0.5454545454545454,39,,11.0,Relative,Inf,215.29284707114627,VR
0.6818181818181818,39,,31.0,Relative,Inf,352.63251409930984,VR
0.6363636363636364,55,,49.0,Relative,Inf,45.60274114568105,VR
0.6363636363636364,55,,79.0,Relative,Inf,151.249330577031,VR
0.6363636363636364,76,,64.0,Relative,Inf,139.14830218152142,VR
0.6363636363636364,76,,97.0,Relative,Inf,137.82452611926516,VR
0.6363636363636364,81,,1.0,Relative,Inf,240.49010374649515,VR
0.6818181818181818,81,,57.0,Relative,Inf,150.3167987950781,VR
0.3181818181818182,113,,106.0,Relative,Inf,63.11909378310176,VR
0.5454545454545454,113,,142.0,Relative,Inf,304.55451072016643,VR
0.5,117,,122.0,Relative,Inf,54.24619802345593,VR
0.36363636363636365,117,,200.0,Relative,Inf,222.49011213984315,VR
0.5454545454545454,119,,103.0,Relative,Inf,46.48537404388606,VR
