Accuracy,PrimeNr,TargetNr,TargetNr_correct,Task,Time,distance_prime_target,Group
0.6818181818181818,15,,18.0,Relative,3s,31.74035286508332,Map
0.7727272727272727,15,,36.0,Relative,3s,158.91308945458204,Map
0.6818181818181818,33,,38.0,Relative,3s,60.40670492586063,Map
0.7727272727272727,33,,73.0,Relative,3s,69.76653925772723,Map
0.6818181818181818,39,,40.0,Relative,3s,91.7314013846948,Map
0.5909090909090909,39,,83.0,Relative,3s,37.25184559186291,Map
0.6818181818181818,55,,50.0,Relative,3s,63.50338573651008,Map
0.5909090909090909,55,,59.0,Relative,3s,90.92172457669287,Map
0.5,76,,72.0,Relative,3s,106.97761448078754,Map
0.6363636363636364,76,,99.0,Relative,3s,130.10096079583735,Map
0.6818181818181818,81,,52.0,Relative,3s,180.35867043200344,Map
0.4090909090909091,81,,69.0,Relative,3s,145.7428214355685,Map
0.5454545454545454,113,,104.0,Relative,3s,95.76575588382309,Map
0.6818181818181818,113,,143.0,Relative,3s,183.4104686216138,Map
0.5,117,,110.0,Relative,3s,88.01960008998,Map
0.5454545454545454,117,,145.0,Relative,3s,203.2115154217398,Map
0.5909090909090909,119,,121.0,Relative,3s,72.83254766929413,Map
0.36363636363636365,119,,130.0,Relative,3s,149.28261787629532,Map
0.5909090909090909,131,,138.0,Relative,3s,54.28848865091012,Map
0.5,131,,146.0,Relative,3s,162.1075260436726,Map
0.5454545454545454,133,,107.0,Relative,3s,140.79183214945385,Map
0.5454545454545454,133,,118.0,Relative,3s,119.2035234378582,Map
0.6818181818181818,135,,126.0,Relative,3s,64.54339625399331,Map
0.7727272727272727,135,,132.0,Relative,3s,261.6899883449881,Map
0.5454545454545454,152,,181.0,Relative,3s,105.35392731170495,Map
0.5454545454545454,152,,187.0,Relative,3s,126.39185100314016,Map
0.4090909090909091,156,,173.0,Relative,3s,187.39567764492327,Map
0.7727272727272727,156,,177.0,Relative,3s,70.98373053031234,Map
0.3181818181818182,171,,147.0,Relative,3s,129.86277372673047,Map
0.45454545454545453,171,,182.0,Relative,3s,297.68589150310765,Map
0.5,180,,158.0,Relative,3s,179.02036197036358,Map
0.5454545454545454,180,,169.0,Relative,3s,173.76619348998815,Map
0.7272727272727273,189,,190.0,Relative,3s,36.27299270807419,Map
0.8181818181818182,189,,191.0,Relative,3s,39.635337768208835,Map
0.5,193,,149.0,Relative,3s,149.77349565260207,Map
0.6363636363636364,193,,151.0,Relative,3s,89.88670646986681,Map
0.5909090909090909,15,,37.0,Relative,Inf,146.30010252901397,Map
0.7272727272727273,15,,47.0,Relative,Inf,213.42024271375945,Map
0.7727272727272727,33,,28.0,Relative,Inf,212.40725034706327,Map
0.5,33,,62.0,Relative,Inf,140.86262811689983,Map
0.5,39,,11.0,Relative,Inf,215.29284707114627,Map
0.7727272727272727,39,,31.0,Relative,Inf,352.63251409930984,Map
0.7272727272727273,55,,49.0,Relative,Inf,45.60274114568105,Map
0.7272727272727273,55,,79.0,Relative,Inf,151.249330577031,Map
0.6818181818181818,76,,64.0,Relative,Inf,139.14830218152142,Map
0.7272727272727273,76,,97.0,Relative,Inf,137.82452611926516,Map
0.6818181818181818,81,,1.0,Relative,Inf,240.49010374649515,Map
0.6818181818181818,81,,57.0,Relative,Inf,150.3167987950781,Map
0.5,113,,106.0,Relative,Inf,63.11909378310176,Map
0.45454545454545453,113,,142.0,Relative,Inf,304.55451072016643,Map
0.5909090909090909,117,,122.0,Relative,Inf,54.24619802345593,Map
0.5,117,,200.0,Relative,Inf,222.49011213984315,Map
0.6363636363636364,119,,103.0,Relative,Inf,46.48537404388606,Map
0.5454545454545454,119,,134.0,Relative,Inf,186.94154166476753,Map
0.6818181818181818,131,,105.0,Relative,Inf,135.72501611714767,Map
0.7727272727272727,131,,136.0,Relative,Inf,67.74023914926782,Map
0.2727272727272727,133,,112.0,Relative,Inf,229.2563630523698,Map
0.6363636363636364,133,,129.0,Relative,Inf,62.57539452532449,Map
0.5,135,,109.0,Relative,Inf,177.97842565884218,Map
0.6818181818181818,135,,120.0,Relative,Inf,74.17715281675356,Map
0.5454545454545454,152,,155.0,Relative,Inf,65.5402929502149,Map
0.6363636363636364,152,,174.0,Relative,Inf,198.46070139954654,Map
0.6363636363636364,156,,159.0,Relative,Inf,118.64236174318178,Map
0.5,156,,194.0,Relative,Inf,266.19560477212985,Map
0.4090909090909091,171,,148.0,Relative,Inf,147.45860436068148,Map
0.7727272727272727,171,,198.0,Relative,Inf,83.14715870070371,Map
0.7727272727272727,180,,154.0,Relative,Inf,200.80201692214158,Map
0.2727272727272727,180,,157.0,Relative,Inf,153.71873665887327,Map
0.7272727272727273,189,,178.0,Relative,Inf,369.1237461881855,Map
0.6363636363636364,189,,199.0,Relative,Inf,92.57564474525681,Map
0.6818181818181818,193,,162.0,Relative,Inf,85.77324757755184,Map
0.2727272727272727,193,,176.0,Relative,Inf,265.19134601264807,Map
0.2727272727272727,15,75.0,,Pointing,3s,29.904013108611363,Map
0.36363636363636365,15,132.0,,Pointing,3s,219.94040101809398,Map
0.6363636363636364,33,9.0,,Pointing,3s,101.70408054743916,Map
0.36363636363636365,33,177.0,,Pointing,3s,194.7669889894076,Map
0.6818181818181818,39,30.0,,Pointing,3s,298.23728807779884,Map
0.45454545454545453,39,107.0,,Pointing,3s,210.5055343690516,Map
0.6363636363636364,55,58.0,,Pointing,3s,130.5239441635135,Map
0.3181818181818182,55,111.0,,Pointing,3s,101.3289692042705,Map
0.5454545454545454,76,41.0,,Pointing,3s,281.76630387610226,Map
0.4090909090909091,76,85.0,,Pointing,3s,228.10298112913827,Map
0.5,81,37.0,,Pointing,3s,61.25104080748347,Map
0.8181818181818182,81,79.0,,Pointing,3s,202.1820961410778,Map
0.8636363636363636,113,47.0,,Pointing,3s,319.6340407403442,Map
0.5,113,62.0,,Pointing,3s,40.33522034153272,Map
0.4090909090909091,117,23.0,,Pointing,3s,26.300570336021195,Map
0.5,117,137.0,,Pointing,3s,130.20015360974037,Map
0.5,119,146.0,,Pointing,3s,115.36208215874053,Map
0.4090909090909091,119,147.0,,Pointing,3s,28.987238571481782,Map
0.6363636363636364,131,82.0,,Pointing,3s,298.6423446197809,Map
0.5909090909090909,131,114.0,,Pointing,3s,159.45061931519734,Map
0.2727272727272727,133,65.0,,Pointing,3s,223.7386421698317,Map
0.3181818181818182,133,110.0,,Pointing,3s,117.94494478357264,Map
0.3181818181818182,135,8.0,,Pointing,3s,65.94004852894791,Map
