Accuracy,PrimeNr,Subject,TargetNr,TargetNr_wrong,Task,Time,Group
False,172.0,8479,,,Absolute,Inf,Map
False,137.0,8479,,,Absolute,Inf,Map
True,197.0,8479,,,Absolute,Inf,Map
False,130.0,8479,,,Absolute,Inf,Map
True,123.0,8479,,,Absolute,Inf,Map
False,126.0,8479,,,Absolute,Inf,Map
True,113.0,8479,,,Absolute,Inf,Map
True,63.0,8479,,,Absolute,Inf,Map
True,60.0,8479,,,Absolute,Inf,Map
False,124.0,8479,,,Absolute,Inf,Map
True,32.0,8479,,,Absolute,Inf,Map
True,29.0,8479,,,Absolute,Inf,Map
True,106.0,8479,,,Absolute,Inf,Map
True,183.0,8479,,,Absolute,Inf,Map
False,162.0,8479,,,Absolute,Inf,Map
False,133.0,8479,,,Absolute,Inf,Map
True,54.0,8479,,,Absolute,Inf,Map
False,39.0,8479,,,Absolute,Inf,Map
True,138.0,8479,,,Absolute,Inf,Map
True,115.0,8479,,,Absolute,Inf,Map
False,16.0,8479,,,Absolute,Inf,Map
True,103.0,8479,,,Absolute,Inf,Map
True,152.0,8479,,,Absolute,Inf,Map
True,159.0,8479,,,Absolute,Inf,Map
False,169.0,8479,,,Absolute,Inf,Map
True,148.0,8479,,,Absolute,Inf,Map
False,96.0,8479,,,Absolute,Inf,Map
False,8.0,8479,,,Absolute,Inf,Map
True,102.0,8479,,,Absolute,Inf,Map
False,69.0,8479,,,Absolute,Inf,Map
True,6.0,8479,,,Absolute,Inf,Map
False,12.0,8479,,,Absolute,Inf,Map
False,181.0,8479,,,Absolute,Inf,Map
True,153.0,8479,,,Absolute,Inf,Map
False,194.0,8802,,,Absolute,3s,Map
False,53.0,8802,,,Absolute,3s,Map
True,112.0,8802,,,Absolute,3s,Map
False,168.0,8802,,,Absolute,3s,Map
False,91.0,8802,,,Absolute,3s,Map
False,177.0,8802,,,Absolute,3s,Map
False,58.0,8802,,,Absolute,3s,Map
True,55.0,8802,,,Absolute,3s,Map
False,128.0,8802,,,Absolute,3s,Map
True,155.0,8802,,,Absolute,3s,Map
True,167.0,8802,,,Absolute,3s,Map
False,170.0,8802,,,Absolute,3s,Map
False,134.0,8802,,,Absolute,3s,Map
False,140.0,8802,,,Absolute,3s,Map
True,108.0,8802,,,Absolute,3s,Map
True,139.0,8802,,,Absolute,3s,Map
False,122.0,8802,,,Absolute,3s,Map
True,178.0,8802,,,Absolute,3s,Map
False,147.0,8802,,,Absolute,3s,Map
True,145.0,8802,,,Absolute,3s,Map
False,17.0,8802,,,Absolute,3s,Map
False,154.0,8802,,,Absolute,3s,Map
True,57.0,8802,,,Absolute,3s,Map
False,136.0,8802,,,Absolute,3s,Map
False,132.0,8802,,,Absolute,3s,Map
True,56.0,8802,,,Absolute,3s,Map
False,34.0,8802,,,Absolute,3s,Map
False,62.0,8802,,,Absolute,3s,Map
False,10.0,8802,,,Absolute,3s,Map
False,171.0,8802,,,Absolute,3s,Map
False,118.0,8802,,,Absolute,3s,Map
True,121.0,8802,,,Absolute,3s,Map
True,70.0,8802,,,Absolute,3s,Map
True,196.0,8802,,,Absolute,3s,Map
False,176.0,8802,,,Absolute,3s,Map
True,74.0,8802,,,Absolute,3s,Map
False,183.0,8802,,,Absolute,Inf,Map
False,39.0,8802,,,Absolute,Inf,Map
True,103.0,8802,,,Absolute,Inf,Map
True,172.0,8802,,,Absolute,Inf,Map
True,152.0,8802,,,Absolute,Inf,Map
False,149.0,8802,,,Absolute,Inf,Map
False,169.0,8802,,,Absolute,Inf,Map
True,8.0,8802,,,Absolute,Inf,Map
True,54.0,8802,,,Absolute,Inf,Map
False,16.0,8802,,,Absolute,Inf,Map
True,133.0,8802,,,Absolute,Inf,Map
False,113.0,8802,,,Absolute,Inf,Map
True,123.0,8802,,,Absolute,Inf,Map
True,115.0,8802,,,Absolute,Inf,Map
True,6.0,8802,,,Absolute,Inf,Map
True,175.0,8802,,,Absolute,Inf,Map
False,148.0,8802,,,Absolute,Inf,Map
True,29.0,8802,,,Absolute,Inf,Map
True,181.0,8802,,,Absolute,Inf,Map
False,137.0,8802,,,Absolute,Inf,Map
False,159.0,8802,,,Absolute,Inf,Map
True,69.0,8802,,,Absolute,Inf,Map
False,102.0,8802,,,Absolute,Inf,Map
False,124.0,8802,,,Absolute,Inf,Map
True,32.0,8802,,,Absolute,Inf,Map
False,153.0,8802,,,Absolute,Inf,Map
True,162.0,8802,,,Absolute,Inf,Map
False,96.0,8802,,,Absolute,Inf,Map
True,197.0,8802,,,Absolute,Inf,Map
True,130.0,8802,,,Absolute,Inf,Map
True,126.0,8802,,,Absolute,Inf,Map
False,63.0,8802,,,Absolute,Inf,Map
True,138.0,8802,,,Absolute,Inf,Map
True,106.0,8802,,,Absolute,Inf,Map
True,60.0,8802,,,Absolute,Inf,Map
True,12.0,8802,,,Absolute,Inf,Map
True,178.0,9369,,,Absolute,3s,Map
True,154.0,9369,,,Absolute,3s,Map
True,171.0,9369,,,Absolute,3s,Map
True,56.0,9369,,,Absolute,3s,Map
True,118.0,9369,,,Absolute,3s,Map
False,136.0,9369,,,Absolute,3s,Map
True,55.0,9369,,,Absolute,3s,Map
False,147.0,9369,,,Absolute,3s,Map
True,112.0,9369,,,Absolute,3s,Map
False,134.0,9369,,,Absolute,3s,Map
False,177.0,9369,,,Absolute,3s,Map
False,145.0,9369,,,Absolute,3s,Map
True,121.0,9369,,,Absolute,3s,Map
True,128.0,9369,,,Absolute,3s,Map
True,122.0,9369,,,Absolute,3s,Map
False,62.0,9369,,,Absolute,3s,Map
True,34.0,9369,,,Absolute,3s,Map
True,167.0,9369,,,Absolute,3s,Map
True,196.0,9369,,,Absolute,3s,Map
True,155.0,9369,,,Absolute,3s,Map
True,108.0,9369,,,Absolute,3s,Map
False,10.0,9369,,,Absolute,3s,Map
True,170.0,9369,,,Absolute,3s,Map
False,168.0,9369,,,Absolute,3s,Map
False,17.0,9369,,,Absolute,3s,Map
True,91.0,9369,,,Absolute,3s,Map
False,58.0,9369,,,Absolute,3s,Map
True,139.0,9369,,,Absolute,3s,Map
True,74.0,9369,,,Absolute,3s,Map
True,132.0,9369,,,Absolute,3s,Map
False,176.0,9369,,,Absolute,3s,Map
False,70.0,9369,,,Absolute,3s,Map
False,140.0,9369,,,Absolute,3s,Map
True,53.0,9369,,,Absolute,3s,Map
False,57.0,9369,,,Absolute,3s,Map
False,194.0,9369,,,Absolute,3s,Map
True,159.0,9369,,,Absolute,Inf,Map
True,29.0,9369,,,Absolute,Inf,Map
False,12.0,9369,,,Absolute,Inf,Map
True,181.0,9369,,,Absolute,Inf,Map
False,115.0,9369,,,Absolute,Inf,Map
False,96.0,9369,,,Absolute,Inf,Map
True,197.0,9369,,,Absolute,Inf,Map
True,169.0,9369,,,Absolute,Inf,Map
True,113.0,9369,,,Absolute,Inf,Map
True,106.0,9369,,,Absolute,Inf,Map
True,130.0,9369,,,Absolute,Inf,Map
False,172.0,9369,,,Absolute,Inf,Map
True,183.0,9369,,,Absolute,Inf,Map
True,16.0,9369,,,Absolute,Inf,Map
True,39.0,9369,,,Absolute,Inf,Map
True,153.0,9369,,,Absolute,Inf,Map
False,103.0,9369,,,Absolute,Inf,Map
False,149.0,9369,,,Absolute,Inf,Map
True,126.0,9369,,,Absolute,Inf,Map
True,138.0,9369,,,Absolute,Inf,Map
True,137.0,9369,,,Absolute,Inf,Map
True,8.0,9369,,,Absolute,Inf,Map
True,148.0,9369,,,Absolute,Inf,Map
False,102.0,9369,,,Absolute,Inf,Map
True,32.0,9369,,,Absolute,Inf,Map
False,69.0,9369,,,Absolute,Inf,Map
True,54.0,9369,,,Absolute,Inf,Map
False,6.0,9369,,,Absolute,Inf,Map
True,133.0,9369,,,Absolute,Inf,Map
True,162.0,9369,,,Absolute,Inf,Map
True,124.0,9369,,,Absolute,Inf,Map
False,63.0,9369,,,Absolute,Inf,Map
True,60.0,9369,,,Absolute,Inf,Map
True,152.0,9369,,,Absolute,Inf,Map
False,123.0,9369,,,Absolute,Inf,Map
True,175.0,9369,,,Absolute,Inf,Map
True,168.0,9864,,,Absolute,3s,Map
True,139.0,9864,,,Absolute,3s,Map
True,122.0,9864,,,Absolute,3s,Map
False,118.0,9864,,,Absolute,3s,Map
True,56.0,9864,,,Absolute,3s,Map
True,74.0,9864,,,Absolute,3s,Map
False,176.0,9864,,,Absolute,3s,Map
True,112.0,9864,,,Absolute,3s,Map
False,194.0,9864,,,Absolute,3s,Map
True,108.0,9864,,,Absolute,3s,Map
True,62.0,9864,,,Absolute,3s,Map
True,170.0,9864,,,Absolute,3s,Map
False,91.0,9864,,,Absolute,3s,Map
False,34.0,9864,,,Absolute,3s,Map
True,171.0,9864,,,Absolute,3s,Map
False,177.0,9864,,,Absolute,3s,Map
True,58.0,9864,,,Absolute,3s,Map
True,167.0,9864,,,Absolute,3s,Map
True,70.0,9864,,,Absolute,3s,Map
False,145.0,9864,,,Absolute,3s,Map
True,140.0,9864,,,Absolute,3s,Map
False,10.0,9864,,,Absolute,3s,Map
True,154.0,9864,,,Absolute,3s,Map
True,155.0,9864,,,Absolute,3s,Map
True,147.0,9864,,,Absolute,3s,Map
False,57.0,9864,,,Absolute,3s,Map
False,121.0,9864,,,Absolute,3s,Map
False,53.0,9864,,,Absolute,3s,Map
False,196.0,9864,,,Absolute,3s,Map
True,55.0,9864,,,Absolute,3s,Map
False,132.0,9864,,,Absolute,3s,Map
True,128.0,9864,,,Absolute,3s,Map
True,17.0,9864,,,Absolute,3s,Map
False,134.0,9864,,,Absolute,3s,Map
True,178.0,9864,,,Absolute,3s,Map
False,136.0,9864,,,Absolute,3s,Map
False,175.0,9864,,,Absolute,Inf,Map
False,29.0,9864,,,Absolute,Inf,Map
True,16.0,9864,,,Absolute,Inf,Map
True,32.0,9864,,,Absolute,Inf,Map
False,197.0,9864,,,Absolute,Inf,Map
False,8.0,9864,,,Absolute,Inf,Map
False,113.0,9864,,,Absolute,Inf,Map
True,63.0,9864,,,Absolute,Inf,Map
False,103.0,9864,,,Absolute,Inf,Map
False,138.0,9864,,,Absolute,Inf,Map
True,123.0,9864,,,Absolute,Inf,Map
True,115.0,9864,,,Absolute,Inf,Map
False,162.0,9864,,,Absolute,Inf,Map
True,12.0,9864,,,Absolute,Inf,Map
False,159.0,9864,,,Absolute,Inf,Map
False,130.0,9864,,,Absolute,Inf,Map
False,69.0,9864,,,Absolute,Inf,Map
True,148.0,9864,,,Absolute,Inf,Map
False,137.0,9864,,,Absolute,Inf,Map
True,54.0,9864,,,Absolute,Inf,Map
False,181.0,9864,,,Absolute,Inf,Map
False,149.0,9864,,,Absolute,Inf,Map
True,60.0,9864,,,Absolute,Inf,Map
False,102.0,9864,,,Absolute,Inf,Map
False,124.0,9864,,,Absolute,Inf,Map
False,133.0,9864,,,Absolute,Inf,Map
False,39.0,9864,,,Absolute,Inf,Map
False,152.0,9864,,,Absolute,Inf,Map
True,183.0,9864,,,Absolute,Inf,Map
False,153.0,9864,,,Absolute,Inf,Map
False,96.0,9864,,,Absolute,Inf,Map
True,169.0,9864,,,Absolute,Inf,Map
True,172.0,9864,,,Absolute,Inf,Map
False,106.0,9864,,,Absolute,Inf,Map
False,126.0,9864,,,Absolute,Inf,Map
False,6.0,9864,,,Absolute,Inf,Map
True,171.0,1719,147.0,88.0,Relative,3s,Map
True,189.0,1719,190.0,19.0,Relative,3s,Map
False,117.0,1719,110.0,53.0,Relative,3s,Map
True,180.0,1719,169.0,125.0,Relative,3s,Map
False,55.0,1719,50.0,85.0,Relative,3s,Map
False,117.0,1719,145.0,71.0,Relative,3s,Map
False,131.0,1719,138.0,198.0,Relative,3s,Map
True,81.0,1719,52.0,148.0,Relative,3s,Map
True,76.0,1719,72.0,197.0,Relative,3s,Map
True,156.0,1719,177.0,188.0,Relative,3s,Map
False,180.0,1719,158.0,134.0,Relative,3s,Map
False,33.0,1719,38.0,178.0,Relative,3s,Map
False,55.0,1719,59.0,34.0,Relative,3s,Map
False,76.0,1719,99.0,102.0,Relative,3s,Map
False,39.0,1719,40.0,75.0,Relative,3s,Map
False,15.0,1719,36.0,195.0,Relative,3s,Map
True,135.0,1719,132.0,114.0,Relative,3s,Map
True,156.0,1719,173.0,120.0,Relative,3s,Map
False,193.0,1719,151.0,167.0,Relative,3s,Map
True,113.0,1719,143.0,163.0,Relative,3s,Map
True,33.0,1719,73.0,61.0,Relative,3s,Map
False,81.0,1719,69.0,200.0,Relative,3s,Map
True,119.0,1719,130.0,139.0,Relative,3s,Map
False,131.0,1719,146.0,186.0,Relative,3s,Map
False,152.0,1719,181.0,184.0,Relative,3s,Map
True,135.0,1719,126.0,115.0,Relative,3s,Map
True,189.0,1719,191.0,67.0,Relative,3s,Map
False,15.0,1719,18.0,137.0,Relative,3s,Map
False,152.0,1719,187.0,9.0,Relative,3s,Map
False,119.0,1719,121.0,108.0,Relative,3s,Map
False,133.0,1719,118.0,199.0,Relative,3s,Map
True,113.0,1719,104.0,199.0,Relative,3s,Map
True,133.0,1719,107.0,172.0,Relative,3s,Map
True,193.0,1719,149.0,106.0,Relative,3s,Map
True,171.0,1719,182.0,175.0,Relative,3s,Map
True,39.0,1719,83.0,142.0,Relative,3s,Map
False,152.0,1719,155.0,197.0,Relative,Inf,Map
False,135.0,1719,109.0,60.0,Relative,Inf,Map
True,131.0,1719,136.0,102.0,Relative,Inf,Map
False,180.0,1719,154.0,137.0,Relative,Inf,Map
False,180.0,1719,157.0,130.0,Relative,Inf,Map
True,193.0,1719,176.0,141.0,Relative,Inf,Map
True,135.0,1719,120.0,17.0,Relative,Inf,Map
True,131.0,1719,105.0,124.0,Relative,Inf,Map
False,33.0,1719,62.0,128.0,Relative,Inf,Map
False,81.0,1719,1.0,141.0,Relative,Inf,Map
True,76.0,1719,64.0,105.0,Relative,Inf,Map
False,152.0,1719,174.0,116.0,Relative,Inf,Map
False,117.0,1719,122.0,153.0,Relative,Inf,Map
False,119.0,1719,134.0,123.0,Relative,Inf,Map
False,133.0,1719,129.0,78.0,Relative,Inf,Map
False,119.0,1719,103.0,170.0,Relative,Inf,Map
False,113.0,1719,106.0,168.0,Relative,Inf,Map
False,171.0,1719,198.0,111.0,Relative,Inf,Map
False,15.0,1719,37.0,140.0,Relative,Inf,Map
False,113.0,1719,142.0,165.0,Relative,Inf,Map
False,133.0,1719,112.0,160.0,Relative,Inf,Map
False,55.0,1719,79.0,65.0,Relative,Inf,Map
False,81.0,1719,57.0,51.0,Relative,Inf,Map
True,156.0,1719,194.0,197.0,Relative,Inf,Map
False,171.0,1719,148.0,127.0,Relative,Inf,Map
True,15.0,1719,47.0,136.0,Relative,Inf,Map
True,156.0,1719,159.0,179.0,Relative,Inf,Map
True,55.0,1719,49.0,103.0,Relative,Inf,Map
True,189.0,1719,199.0,196.0,Relative,Inf,Map
False,189.0,1719,178.0,91.0,Relative,Inf,Map
False,39.0,1719,11.0,20.0,Relative,Inf,Map
True,33.0,1719,28.0,101.0,Relative,Inf,Map
False,117.0,1719,200.0,142.0,Relative,Inf,Map
True,39.0,1719,31.0,127.0,Relative,Inf,Map
True,76.0,1719,97.0,104.0,Relative,Inf,Map
True,193.0,1719,162.0,142.0,Relative,Inf,Map
True,76.0,2096,72.0,197.0,Relative,3s,Map
True,156.0,2096,173.0,120.0,Relative,3s,Map
False,39.0,2096,83.0,142.0,Relative,3s,Map
False,119.0,2096,130.0,139.0,Relative,3s,Map
True,180.0,2096,158.0,134.0,Relative,3s,Map
False,171.0,2096,182.0,175.0,Relative,3s,Map
True,131.0,2096,146.0,186.0,Relative,3s,Map
True,33.0,2096,38.0,178.0,Relative,3s,Map
False,135.0,2096,126.0,115.0,Relative,3s,Map
True,131.0,2096,138.0,198.0,Relative,3s,Map
False,15.0,2096,18.0,137.0,Relative,3s,Map
True,39.0,2096,40.0,75.0,Relative,3s,Map
True,189.0,2096,190.0,19.0,Relative,3s,Map
True,156.0,2096,177.0,188.0,Relative,3s,Map
False,113.0,2096,104.0,199.0,Relative,3s,Map
False,133.0,2096,107.0,172.0,Relative,3s,Map
False,55.0,2096,50.0,85.0,Relative,3s,Map
False,119.0,2096,121.0,108.0,Relative,3s,Map
True,55.0,2096,59.0,34.0,Relative,3s,Map
False,117.0,2096,110.0,53.0,Relative,3s,Map
False,152.0,2096,181.0,184.0,Relative,3s,Map
True,152.0,2096,187.0,9.0,Relative,3s,Map
False,135.0,2096,132.0,114.0,Relative,3s,Map
True,15.0,2096,36.0,195.0,Relative,3s,Map
True,193.0,2096,149.0,106.0,Relative,3s,Map
False,117.0,2096,145.0,71.0,Relative,3s,Map
True,113.0,2096,143.0,163.0,Relative,3s,Map
True,76.0,2096,99.0,102.0,Relative,3s,Map
False,33.0,2096,73.0,61.0,Relative,3s,Map
True,133.0,2096,118.0,199.0,Relative,3s,Map
True,189.0,2096,191.0,67.0,Relative,3s,Map
False,180.0,2096,169.0,125.0,Relative,3s,Map
False,81.0,2096,52.0,148.0,Relative,3s,Map
True,193.0,2096,151.0,167.0,Relative,3s,Map
True,81.0,2096,69.0,200.0,Relative,3s,Map
False,171.0,2096,147.0,88.0,Relative,3s,Map
False,81.0,2096,57.0,51.0,Relative,Inf,Map
False,119.0,2096,134.0,123.0,Relative,Inf,Map
False,39.0,2096,11.0,20.0,Relative,Inf,Map
False,152.0,2096,155.0,197.0,Relative,Inf,Map
True,113.0,2096,142.0,165.0,Relative,Inf,Map
False,76.0,2096,64.0,105.0,Relative,Inf,Map
True,131.0,2096,136.0,102.0,Relative,Inf,Map
False,193.0,2096,176.0,141.0,Relative,Inf,Map
True,117.0,2096,122.0,153.0,Relative,Inf,Map
False,33.0,2096,62.0,128.0,Relative,Inf,Map
True,133.0,2096,112.0,160.0,Relative,Inf,Map
True,55.0,2096,79.0,65.0,Relative,Inf,Map
False,135.0,2096,120.0,17.0,Relative,Inf,Map
True,180.0,2096,154.0,137.0,Relative,Inf,Map
True,76.0,2096,97.0,104.0,Relative,Inf,Map
False,131.0,2096,105.0,124.0,Relative,Inf,Map
True,193.0,2096,162.0,142.0,Relative,Inf,Map
True,171.0,2096,148.0,127.0,Relative,Inf,Map
True,33.0,2096,28.0,101.0,Relative,Inf,Map
False,55.0,2096,49.0,103.0,Relative,Inf,Map
False,189.0,2096,199.0,196.0,Relative,Inf,Map
True,119.0,2096,103.0,170.0,Relative,Inf,Map
True,81.0,2096,1.0,141.0,Relative,Inf,Map
True,39.0,2096,31.0,127.0,Relative,Inf,Map
True,189.0,2096,178.0,91.0,Relative,Inf,Map
True,156.0,2096,194.0,197.0,Relative,Inf,Map
True,15.0,2096,37.0,140.0,Relative,Inf,Map
True,152.0,2096,174.0,116.0,Relative,Inf,Map
True,15.0,2096,47.0,136.0,Relative,Inf,Map
True,171.0,2096,198.0,111.0,Relative,Inf,Map
True,156.0,2096,159.0,179.0,Relative,Inf,Map
True,135.0,2096,109.0,60.0,Relative,Inf,Map
False,133.0,2096,129.0,78.0,Relative,Inf,Map
False,180.0,2096,157.0,130.0,Relative,Inf,Map
False,117.0,2096,200.0,142.0,Relative,Inf,Map
True,113.0,2096,106.0,168.0,Relative,Inf,Map
True,33.0,2294,38.0,178.0,Relative,3s,Map
False,15.0,2294,18.0,137.0,Relative,3s,Map
True,76.0,2294,99.0,102.0,Relative,3s,Map
False,152.0,2294,181.0,184.0,Relative,3s,Map
False,156.0,2294,177.0,188.0,Relative,3s,Map
False,131.0,2294,138.0,198.0,Relative,3s,Map
True,135.0,2294,132.0,114.0,Relative,3s,Map
False,119.0,2294,121.0,108.0,Relative,3s,Map
False,133.0,2294,118.0,199.0,Relative,3s,Map
False,171.0,2294,182.0,175.0,Relative,3s,Map
True,152.0,2294,187.0,9.0,Relative,3s,Map
False,39.0,2294,83.0,142.0,Relative,3s,Map
True,117.0,2294,110.0,53.0,Relative,3s,Map
False,55.0,2294,50.0,85.0,Relative,3s,Map
True,81.0,2294,69.0,200.0,Relative,3s,Map
False,113.0,2294,104.0,199.0,Relative,3s,Map
False,133.0,2294,107.0,172.0,Relative,3s,Map
False,15.0,2294,36.0,195.0,Relative,3s,Map
False,156.0,2294,173.0,120.0,Relative,3s,Map
True,189.0,2294,190.0,19.0,Relative,3s,Map
True,135.0,2294,126.0,115.0,Relative,3s,Map
False,171.0,2294,147.0,88.0,Relative,3s,Map
False,81.0,2294,52.0,148.0,Relative,3s,Map
False,113.0,2294,143.0,163.0,Relative,3s,Map
True,189.0,2294,191.0,67.0,Relative,3s,Map
False,119.0,2294,130.0,139.0,Relative,3s,Map
False,180.0,2294,158.0,134.0,Relative,3s,Map
False,55.0,2294,59.0,34.0,Relative,3s,Map
False,131.0,2294,146.0,186.0,Relative,3s,Map
True,193.0,2294,151.0,167.0,Relative,3s,Map
False,117.0,2294,145.0,71.0,Relative,3s,Map
False,193.0,2294,149.0,106.0,Relative,3s,Map
True,39.0,2294,40.0,75.0,Relative,3s,Map
False,180.0,2294,169.0,125.0,Relative,3s,Map
True,33.0,2294,73.0,61.0,Relative,3s,Map
False,76.0,2294,72.0,197.0,Relative,3s,Map
False,180.0,2294,154.0,137.0,Relative,Inf,Map
False,117.0,2294,122.0,153.0,Relative,Inf,Map
False,119.0,2294,134.0,123.0,Relative,Inf,Map
False,133.0,2294,129.0,78.0,Relative,Inf,Map
True,39.0,2294,11.0,20.0,Relative,Inf,Map
True,180.0,2294,157.0,130.0,Relative,Inf,Map
True,152.0,2294,155.0,197.0,Relative,Inf,Map
True,55.0,2294,49.0,103.0,Relative,Inf,Map
True,33.0,2294,28.0,101.0,Relative,Inf,Map
False,76.0,2294,64.0,105.0,Relative,Inf,Map
False,117.0,2294,200.0,142.0,Relative,Inf,Map
False,113.0,2294,142.0,165.0,Relative,Inf,Map
False,171.0,2294,148.0,127.0,Relative,Inf,Map
False,131.0,2294,136.0,102.0,Relative,Inf,Map
True,193.0,2294,162.0,142.0,Relative,Inf,Map
True,81.0,2294,57.0,51.0,Relative,Inf,Map
False,193.0,2294,176.0,141.0,Relative,Inf,Map
False,15.0,2294,37.0,140.0,Relative,Inf,Map
True,33.0,2294,62.0,128.0,Relative,Inf,Map
False,156.0,2294,194.0,197.0,Relative,Inf,Map
False,76.0,2294,97.0,104.0,Relative,Inf,Map
False,135.0,2294,109.0,60.0,Relative,Inf,Map
False,55.0,2294,79.0,65.0,Relative,Inf,Map
True,15.0,2294,47.0,136.0,Relative,Inf,Map
True,189.0,2294,199.0,196.0,Relative,Inf,Map
True,135.0,2294,120.0,17.0,Relative,Inf,Map
False,133.0,2294,112.0,160.0,Relative,Inf,Map
True,113.0,2294,106.0,168.0,Relative,Inf,Map
False,156.0,2294,159.0,179.0,Relative,Inf,Map
True,39.0,2294,31.0,127.0,Relative,Inf,Map
True,189.0,2294,178.0,91.0,Relative,Inf,Map
True,81.0,2294,1.0,141.0,Relative,Inf,Map
True,171.0,2294,198.0,111.0,Relative,Inf,Map
True,119.0,2294,103.0,170.0,Relative,Inf,Map
True,131.0,2294,105.0,124.0,Relative,Inf,Map
True,152.0,2294,174.0,116.0,Relative,Inf,Map
False,113.0,2299,104.0,199.0,Relative,3s,Map
True,39.0,2299,83.0,142.0,Relative,3s,Map
True,131.0,2299,146.0,186.0,Relative,3s,Map
False,119.0,2299,130.0,139.0,Relative,3s,Map
True,33.0,2299,38.0,178.0,Relative,3s,Map
True,152.0,2299,181.0,184.0,Relative,3s,Map
True,193.0,2299,151.0,167.0,Relative,3s,Map
False,171.0,2299,147.0,88.0,Relative,3s,Map
False,133.0,2299,118.0,199.0,Relative,3s,Map
True,76.0,2299,99.0,102.0,Relative,3s,Map
False,135.0,2299,126.0,115.0,Relative,3s,Map
True,156.0,2299,177.0,188.0,Relative,3s,Map
True,15.0,2299,36.0,195.0,Relative,3s,Map
True,131.0,2299,138.0,198.0,Relative,3s,Map
True,135.0,2299,132.0,114.0,Relative,3s,Map
True,81.0,2299,69.0,200.0,Relative,3s,Map
True,81.0,2299,52.0,148.0,Relative,3s,Map
True,15.0,2299,18.0,137.0,Relative,3s,Map
True,55.0,2299,50.0,85.0,Relative,3s,Map
False,33.0,2299,73.0,61.0,Relative,3s,Map
True,133.0,2299,107.0,172.0,Relative,3s,Map
True,189.0,2299,191.0,67.0,Relative,3s,Map
False,152.0,2299,187.0,9.0,Relative,3s,Map
False,119.0,2299,121.0,108.0,Relative,3s,Map
True,55.0,2299,59.0,34.0,Relative,3s,Map
True,180.0,2299,158.0,134.0,Relative,3s,Map
True,117.0,2299,110.0,53.0,Relative,3s,Map
True,171.0,2299,182.0,175.0,Relative,3s,Map
False,180.0,2299,169.0,125.0,Relative,3s,Map
True,189.0,2299,190.0,19.0,Relative,3s,Map
True,156.0,2299,173.0,120.0,Relative,3s,Map
True,117.0,2299,145.0,71.0,Relative,3s,Map
True,113.0,2299,143.0,163.0,Relative,3s,Map
True,39.0,2299,40.0,75.0,Relative,3s,Map
True,76.0,2299,72.0,197.0,Relative,3s,Map
False,193.0,2299,149.0,106.0,Relative,3s,Map
True,39.0,2299,11.0,20.0,Relative,Inf,Map
False,119.0,2299,134.0,123.0,Relative,Inf,Map
False,180.0,2299,157.0,130.0,Relative,Inf,Map
False,133.0,2299,112.0,160.0,Relative,Inf,Map
True,171.0,2299,198.0,111.0,Relative,Inf,Map
True,135.0,2299,120.0,17.0,Relative,Inf,Map
True,189.0,2299,199.0,196.0,Relative,Inf,Map
True,33.0,2299,28.0,101.0,Relative,Inf,Map
True,76.0,2299,64.0,105.0,Relative,Inf,Map
False,156.0,2299,194.0,197.0,Relative,Inf,Map
True,119.0,2299,103.0,170.0,Relative,Inf,Map
True,171.0,2299,148.0,127.0,Relative,Inf,Map
True,76.0,2299,97.0,104.0,Relative,Inf,Map
True,117.0,2299,122.0,153.0,Relative,Inf,Map
True,81.0,2299,57.0,51.0,Relative,Inf,Map
False,152.0,2299,174.0,116.0,Relative,Inf,Map
True,131.0,2299,136.0,102.0,Relative,Inf,Map
True,133.0,2299,129.0,78.0,Relative,Inf,Map
True,55.0,2299,79.0,65.0,Relative,Inf,Map
False,113.0,2299,106.0,168.0,Relative,Inf,Map
False,113.0,2299,142.0,165.0,Relative,Inf,Map
False,33.0,2299,62.0,128.0,Relative,Inf,Map
False,15.0,2299,37.0,140.0,Relative,Inf,Map
True,117.0,2299,200.0,142.0,Relative,Inf,Map
False,15.0,2299,47.0,136.0,Relative,Inf,Map
False,156.0,2299,159.0,179.0,Relative,Inf,Map
True,193.0,2299,162.0,142.0,Relative,Inf,Map
False,193.0,2299,176.0,141.0,Relative,Inf,Map
False,135.0,2299,109.0,60.0,Relative,Inf,Map
True,55.0,2299,49.0,103.0,Relative,Inf,Map
True,39.0,2299,31.0,127.0,Relative,Inf,Map
False,131.0,2299,105.0,124.0,Relative,Inf,Map
False,81.0,2299,1.0,141.0,Relative,Inf,Map
True,152.0,2299,155.0,197.0,Relative,Inf,Map
True,180.0,2299,154.0,137.0,Relative,Inf,Map
True,189.0,2299,178.0,91.0,Relative,Inf,Map
True,135.0,2557,126.0,115.0,Relative,3s,Map
True,189.0,2557,190.0,19.0,Relative,3s,Map
False,55.0,2557,59.0,34.0,Relative,3s,Map
True,131.0,2557,146.0,186.0,Relative,3s,Map
False,152.0,2557,181.0,184.0,Relative,3s,Map
True,15.0,2557,36.0,195.0,Relative,3s,Map
False,180.0,2557,158.0,134.0,Relative,3s,Map
True,152.0,2557,187.0,9.0,Relative,3s,Map
True,81.0,2557,69.0,200.0,Relative,3s,Map
True,171.0,2557,182.0,175.0,Relative,3s,Map
False,76.0,2557,99.0,102.0,Relative,3s,Map
True,39.0,2557,40.0,75.0,Relative,3s,Map
False,193.0,2557,149.0,106.0,Relative,3s,Map
False,171.0,2557,147.0,88.0,Relative,3s,Map
