Subject,Task,Time,AngularDiff,Accuracy,Group
8021,Absolute,Inf,90,0.5,map
8078,Absolute,3s,120,0.8333333333333334,map
8078,Absolute,3s,150,0.16666666666666666,map
8078,Absolute,3s,180,0.5,map
8078,Absolute,3s,30,0.6666666666666666,map
8078,Absolute,3s,60,0.6666666666666666,map
8078,Absolute,3s,90,0.16666666666666666,map
8078,Absolute,Inf,120,0.6666666666666666,map
8078,Absolute,Inf,150,0.8333333333333334,map
8078,Absolute,Inf,180,0.3333333333333333,map
8078,Absolute,Inf,30,0.8333333333333334,map
8078,Absolute,Inf,60,0.6666666666666666,map
8078,Absolute,Inf,90,1.0,map
8124,Absolute,3s,120,0.5,map
8124,Absolute,3s,150,0.8333333333333334,map
8124,Absolute,3s,180,0.6666666666666666,map
8124,Absolute,3s,30,1.0,map
8124,Absolute,3s,60,0.6666666666666666,map
8124,Absolute,3s,90,0.6666666666666666,map
8124,Absolute,Inf,120,0.6666666666666666,map
8124,Absolute,Inf,150,1.0,map
8124,Absolute,Inf,180,1.0,map
8124,Absolute,Inf,30,0.6666666666666666,map
8124,Absolute,Inf,60,1.0,map
8124,Absolute,Inf,90,1.0,map
8479,Absolute,3s,120,0.3333333333333333,map
8479,Absolute,3s,150,0.3333333333333333,map
8479,Absolute,3s,180,0.6666666666666666,map
8479,Absolute,3s,30,0.8333333333333334,map
8479,Absolute,3s,60,0.5,map
8479,Absolute,3s,90,0.6666666666666666,map
8479,Absolute,Inf,120,0.6666666666666666,map
8479,Absolute,Inf,150,0.8333333333333334,map
8479,Absolute,Inf,180,0.3333333333333333,map
8479,Absolute,Inf,30,0.6666666666666666,map
8479,Absolute,Inf,60,0.3333333333333333,map
8479,Absolute,Inf,90,0.5,map
8802,Absolute,3s,120,0.6666666666666666,map
8802,Absolute,3s,150,0.16666666666666666,map
8802,Absolute,3s,180,0.5,map
8802,Absolute,3s,30,0.16666666666666666,map
8802,Absolute,3s,60,0.16666666666666666,map
8802,Absolute,3s,90,0.6666666666666666,map
8802,Absolute,Inf,120,0.6666666666666666,map
8802,Absolute,Inf,150,0.6666666666666666,map
8802,Absolute,Inf,180,1.0,map
8802,Absolute,Inf,30,0.3333333333333333,map
8802,Absolute,Inf,60,0.5,map
8802,Absolute,Inf,90,0.5,map
9369,Absolute,3s,120,0.6666666666666666,map
9369,Absolute,3s,150,0.3333333333333333,map
9369,Absolute,3s,180,0.6666666666666666,map
9369,Absolute,3s,30,0.5,map
9369,Absolute,3s,60,0.6666666666666666,map
9369,Absolute,3s,90,0.6666666666666666,map
9369,Absolute,Inf,120,0.6666666666666666,map
9369,Absolute,Inf,150,0.8333333333333334,map
9369,Absolute,Inf,180,0.6666666666666666,map
9369,Absolute,Inf,30,0.8333333333333334,map
9369,Absolute,Inf,60,0.5,map
9369,Absolute,Inf,90,0.6666666666666666,map
9864,Absolute,3s,120,0.5,map
9864,Absolute,3s,150,0.16666666666666666,map
9864,Absolute,3s,180,0.6666666666666666,map
9864,Absolute,3s,30,0.8333333333333334,map
9864,Absolute,3s,60,0.8333333333333334,map
9864,Absolute,3s,90,0.5,map
9864,Absolute,Inf,120,0.3333333333333333,map
9864,Absolute,Inf,150,0.3333333333333333,map
9864,Absolute,Inf,180,0.3333333333333333,map
9864,Absolute,Inf,30,0.5,map
9864,Absolute,Inf,60,0.3333333333333333,map
9864,Absolute,Inf,90,0.16666666666666666,map
1719,Relative,3s,120,0.16666666666666666,map
1719,Relative,3s,150,0.6666666666666666,map
1719,Relative,3s,180,0.6666666666666666,map
1719,Relative,3s,30,1.0,map
1719,Relative,3s,60,0.16666666666666666,map
1719,Relative,3s,90,0.3333333333333333,map
1719,Relative,Inf,120,0.5,map
1719,Relative,Inf,150,0.3333333333333333,map
1719,Relative,Inf,180,0.3333333333333333,map
1719,Relative,Inf,30,0.16666666666666666,map
1719,Relative,Inf,60,0.3333333333333333,map
1719,Relative,Inf,90,0.6666666666666666,map
2096,Relative,3s,120,0.6666666666666666,map
2096,Relative,3s,150,0.6666666666666666,map
2096,Relative,3s,180,0.16666666666666666,map
2096,Relative,3s,30,0.3333333333333333,map
2096,Relative,3s,60,0.8333333333333334,map
2096,Relative,3s,90,0.5,map
2096,Relative,Inf,120,0.5,map
2096,Relative,Inf,150,0.6666666666666666,map
2096,Relative,Inf,180,0.3333333333333333,map
2096,Relative,Inf,30,0.6666666666666666,map
2096,Relative,Inf,60,1.0,map
2096,Relative,Inf,90,0.5,map
2294,Relative,3s,120,0.3333333333333333,map
2294,Relative,3s,150,0.16666666666666666,map
2294,Relative,3s,180,0.3333333333333333,map
2294,Relative,3s,30,0.0,map
2294,Relative,3s,60,0.6666666666666666,map
2294,Relative,3s,90,0.5,map
2294,Relative,Inf,120,1.0,map
2294,Relative,Inf,150,0.3333333333333333,map
2294,Relative,Inf,180,0.5,map
2294,Relative,Inf,30,0.5,map
2294,Relative,Inf,60,0.3333333333333333,map
2294,Relative,Inf,90,0.5,map
2299,Relative,3s,120,0.8333333333333334,map
2299,Relative,3s,150,0.6666666666666666,map
2299,Relative,3s,180,0.6666666666666666,map
2299,Relative,3s,30,0.8333333333333334,map
2299,Relative,3s,60,0.6666666666666666,map
2299,Relative,3s,90,0.6666666666666666,map
2299,Relative,Inf,120,0.5,map
2299,Relative,Inf,150,1.0,map
2299,Relative,Inf,180,0.6666666666666666,map
2299,Relative,Inf,30,0.3333333333333333,map
2299,Relative,Inf,60,0.3333333333333333,map
2299,Relative,Inf,90,0.6666666666666666,map
2557,Relative,3s,120,0.3333333333333333,map
2557,Relative,3s,150,1.0,map
2557,Relative,3s,180,0.8333333333333334,map
2557,Relative,3s,30,0.6666666666666666,map
2557,Relative,3s,60,0.8333333333333334,map
2557,Relative,3s,90,0.5,map
2557,Relative,Inf,120,0.8333333333333334,map
2557,Relative,Inf,150,0.5,map
2557,Relative,Inf,180,0.5,map
2557,Relative,Inf,30,0.5,map
2557,Relative,Inf,60,0.3333333333333333,map
2557,Relative,Inf,90,0.5,map
3426,Relative,3s,120,0.5,map
3426,Relative,3s,150,1.0,map
3426,Relative,3s,180,1.0,map
3426,Relative,3s,30,0.5,map
3426,Relative,3s,60,0.6666666666666666,map
3426,Relative,3s,90,0.8333333333333334,map
3426,Relative,Inf,120,1.0,map
3426,Relative,Inf,150,0.8333333333333334,map
3426,Relative,Inf,180,0.3333333333333333,map
3426,Relative,Inf,30,0.16666666666666666,map
3426,Relative,Inf,60,1.0,map
3426,Relative,Inf,90,0.8333333333333334,map
4199,Relative,3s,120,0.6666666666666666,map
4199,Relative,3s,150,0.8333333333333334,map
4199,Relative,3s,180,0.3333333333333333,map
4199,Relative,3s,30,0.6666666666666666,map
4199,Relative,3s,60,0.6666666666666666,map
4199,Relative,3s,90,0.5,map
4199,Relative,Inf,120,0.8333333333333334,map
4199,Relative,Inf,150,0.8333333333333334,map
4199,Relative,Inf,180,0.8333333333333334,map
4199,Relative,Inf,30,0.6666666666666666,map
4199,Relative,Inf,60,0.6666666666666666,map
4199,Relative,Inf,90,0.5,map
4749,Relative,3s,120,0.8333333333333334,map
4749,Relative,3s,150,0.6666666666666666,map
4749,Relative,3s,180,0.5,map
4749,Relative,3s,30,0.8333333333333334,map
4749,Relative,3s,60,0.8333333333333334,map
4749,Relative,3s,90,1.0,map
4749,Relative,Inf,120,0.6666666666666666,map
4749,Relative,Inf,150,1.0,map
4749,Relative,Inf,180,0.5,map
4749,Relative,Inf,30,0.8333333333333334,map
4749,Relative,Inf,60,0.8333333333333334,map
4749,Relative,Inf,90,0.6666666666666666,map
5048,Relative,3s,120,0.8333333333333334,map
5048,Relative,3s,150,0.5,map
5048,Relative,3s,180,0.6666666666666666,map
5048,Relative,3s,30,0.3333333333333333,map
5048,Relative,3s,60,0.3333333333333333,map
5048,Relative,3s,90,0.8333333333333334,map
5048,Relative,Inf,120,0.6666666666666666,map
5048,Relative,Inf,150,0.5,map
5048,Relative,Inf,180,0.5,map
5048,Relative,Inf,30,0.3333333333333333,map
5048,Relative,Inf,60,0.3333333333333333,map
5048,Relative,Inf,90,0.8333333333333334,map
5162,Relative,3s,120,0.8333333333333334,map
5162,Relative,3s,150,0.6666666666666666,map
5162,Relative,3s,180,0.8333333333333334,map
5162,Relative,3s,30,0.3333333333333333,map
5162,Relative,3s,60,0.3333333333333333,map
5162,Relative,3s,90,0.5,map
5162,Relative,Inf,120,0.3333333333333333,map
5162,Relative,Inf,150,0.6666666666666666,map
5162,Relative,Inf,180,0.6666666666666666,map
5162,Relative,Inf,30,0.16666666666666666,map
5162,Relative,Inf,60,0.16666666666666666,map
5162,Relative,Inf,90,0.6666666666666666,map
5904,Relative,3s,120,0.5,map
5904,Relative,3s,150,0.3333333333333333,map
5904,Relative,3s,180,1.0,map
5904,Relative,3s,30,0.6666666666666666,map
5904,Relative,3s,60,0.3333333333333333,map
5904,Relative,3s,90,0.6666666666666666,map
5904,Relative,Inf,120,0.3333333333333333,map
5904,Relative,Inf,150,0.5,map
5904,Relative,Inf,180,0.5,map
5904,Relative,Inf,30,0.5,map
5904,Relative,Inf,60,0.3333333333333333,map
5904,Relative,Inf,90,0.8333333333333334,map
6449,Relative,3s,120,0.6666666666666666,map
6449,Relative,3s,150,0.8333333333333334,map
6449,Relative,3s,180,1.0,map
6449,Relative,3s,30,0.5,map
6449,Relative,3s,60,0.5,map
6449,Relative,3s,90,0.5,map
6449,Relative,Inf,120,0.6666666666666666,map
6449,Relative,Inf,150,0.6666666666666666,map
6449,Relative,Inf,180,0.3333333333333333,map
6449,Relative,Inf,30,0.6666666666666666,map
6449,Relative,Inf,60,0.5,map
6449,Relative,Inf,90,0.5,map
7085,Relative,3s,120,0.8333333333333334,map
7085,Relative,3s,150,0.6666666666666666,map
7085,Relative,3s,180,1.0,map
7085,Relative,3s,30,0.5,map
7085,Relative,3s,60,0.8333333333333334,map
7085,Relative,3s,90,1.0,map
7085,Relative,Inf,120,1.0,map
7085,Relative,Inf,150,0.8333333333333334,map
7085,Relative,Inf,180,0.8333333333333334,map
7085,Relative,Inf,30,0.6666666666666666,map
7085,Relative,Inf,60,0.8333333333333334,map
7085,Relative,Inf,90,0.8333333333333334,map
7396,Relative,3s,120,0.16666666666666666,map
7396,Relative,3s,150,0.6666666666666666,map
7396,Relative,3s,180,0.5,map
7396,Relative,3s,30,0.5,map
7396,Relative,3s,60,0.5,map
7396,Relative,3s,90,0.16666666666666666,map
7396,Relative,Inf,120,0.5,map
7396,Relative,Inf,150,0.8333333333333334,map
7396,Relative,Inf,180,0.5,map
7396,Relative,Inf,30,0.8333333333333334,map
7396,Relative,Inf,60,0.5,map
7396,Relative,Inf,90,1.0,map
7844,Relative,3s,120,0.6666666666666666,map
7844,Relative,3s,150,0.5,map
7844,Relative,3s,180,0.6666666666666666,map
7844,Relative,3s,30,0.5,map
7844,Relative,3s,60,0.3333333333333333,map
7844,Relative,3s,90,0.5,map
7844,Relative,Inf,120,0.5,map
7844,Relative,Inf,150,0.6666666666666666,map
7844,Relative,Inf,180,0.3333333333333333,map
7844,Relative,Inf,30,0.5,map
7844,Relative,Inf,60,0.8333333333333334,map
7844,Relative,Inf,90,0.6666666666666666,map
8021,Relative,3s,120,0.6666666666666666,map
8021,Relative,3s,150,0.6666666666666666,map
8021,Relative,3s,180,0.8333333333333334,map
8021,Relative,3s,30,0.3333333333333333,map
8021,Relative,3s,60,0.3333333333333333,map
8021,Relative,3s,90,0.3333333333333333,map
8021,Relative,Inf,120,0.6666666666666666,map
8021,Relative,Inf,150,0.6666666666666666,map
8021,Relative,Inf,180,0.5,map
8021,Relative,Inf,30,0.3333333333333333,map
8021,Relative,Inf,60,0.8333333333333334,map
8021,Relative,Inf,90,0.16666666666666666,map
8078,Relative,3s,120,0.8333333333333334,map
8078,Relative,3s,150,0.5,map
8078,Relative,3s,180,1.0,map
8078,Relative,3s,30,0.16666666666666666,map
8078,Relative,3s,60,0.6666666666666666,map
8078,Relative,3s,90,0.5,map
8078,Relative,Inf,120,0.8333333333333334,map
8078,Relative,Inf,150,0.8333333333333334,map
8078,Relative,Inf,180,1.0,map
8078,Relative,Inf,30,0.6666666666666666,map
8078,Relative,Inf,60,0.5,map
8078,Relative,Inf,90,0.8333333333333334,map
8124,Relative,3s,120,0.8333333333333334,map
8124,Relative,3s,150,0.8333333333333334,map
8124,Relative,3s,180,1.0,map
8124,Relative,3s,30,0.6666666666666666,map
8124,Relative,3s,60,0.8333333333333334,map
8124,Relative,3s,90,0.6666666666666666,map
8124,Relative,Inf,120,0.8333333333333334,map
8124,Relative,Inf,150,0.8333333333333334,map
8124,Relative,Inf,180,1.0,map
8124,Relative,Inf,30,0.6666666666666666,map
8124,Relative,Inf,60,0.8333333333333334,map
8124,Relative,Inf,90,0.8333333333333334,map
8479,Relative,3s,120,0.6666666666666666,map
8479,Relative,3s,150,0.6666666666666666,map
8479,Relative,3s,180,0.6666666666666666,map
8479,Relative,3s,30,0.5,map
8479,Relative,3s,60,0.3333333333333333,map
8479,Relative,3s,90,0.6666666666666666,map
8479,Relative,Inf,120,0.3333333333333333,map
8479,Relative,Inf,150,0.6666666666666666,map
8479,Relative,Inf,180,0.8333333333333334,map
8479,Relative,Inf,30,0.5,map
8479,Relative,Inf,60,0.3333333333333333,map
8479,Relative,Inf,90,0.8333333333333334,map
8802,Relative,3s,120,0.5,map
8802,Relative,3s,150,0.16666666666666666,map
8802,Relative,3s,180,0.5,map
8802,Relative,3s,30,0.8333333333333334,map
8802,Relative,3s,60,0.16666666666666666,map
8802,Relative,3s,90,0.5,map
8802,Relative,Inf,120,0.5,map
8802,Relative,Inf,150,0.5,map
8802,Relative,Inf,180,0.3333333333333333,map
8802,Relative,Inf,30,0.16666666666666666,map
8802,Relative,Inf,60,0.3333333333333333,map
8802,Relative,Inf,90,0.8333333333333334,map
9369,Relative,3s,120,0.5,map
9369,Relative,3s,150,0.5,map
9369,Relative,3s,180,0.5,map
9369,Relative,3s,30,0.5,map
9369,Relative,3s,60,0.6666666666666666,map
9369,Relative,3s,90,0.3333333333333333,map
9369,Relative,Inf,120,0.16666666666666666,map
9369,Relative,Inf,150,0.8333333333333334,map
9369,Relative,Inf,180,1.0,map
9369,Relative,Inf,30,0.5,map
9369,Relative,Inf,60,0.8333333333333334,map
9369,Relative,Inf,90,0.3333333333333333,map
9864,Relative,3s,120,0.5,map
9864,Relative,3s,150,0.3333333333333333,map
9864,Relative,3s,180,0.16666666666666666,map
9864,Relative,3s,30,0.6666666666666666,map
9864,Relative,3s,60,0.3333333333333333,map
9864,Relative,3s,90,0.8333333333333334,map
9864,Relative,Inf,120,0.3333333333333333,map
9864,Relative,Inf,150,0.8333333333333334,map
9864,Relative,Inf,180,0.8333333333333334,map
9864,Relative,Inf,30,0.6666666666666666,map
9864,Relative,Inf,60,0.3333333333333333,map
9864,Relative,Inf,90,0.3333333333333333,map
1719,Pointing,3s,120,0.3333333333333333,map
1719,Pointing,3s,150,0.16666666666666666,map
1719,Pointing,3s,180,0.6666666666666666,map
1719,Pointing,3s,30,0.5,map
1719,Pointing,3s,60,0.6666666666666666,map
1719,Pointing,3s,90,0.3333333333333333,map
1719,Pointing,Inf,120,0.8333333333333334,map
1719,Pointing,Inf,150,0.5,map
1719,Pointing,Inf,180,0.3333333333333333,map
1719,Pointing,Inf,30,0.5,map
1719,Pointing,Inf,60,0.16666666666666666,map
1719,Pointing,Inf,90,0.3333333333333333,map
2096,Pointing,3s,120,0.6666666666666666,map
2096,Pointing,3s,150,0.16666666666666666,map
2096,Pointing,3s,180,0.3333333333333333,map
2096,Pointing,3s,30,0.5,map
2096,Pointing,3s,60,0.0,map
2096,Pointing,3s,90,0.3333333333333333,map
2096,Pointing,Inf,120,0.8333333333333334,map
2096,Pointing,Inf,150,0.8333333333333334,map
2096,Pointing,Inf,180,0.6666666666666666,map
2096,Pointing,Inf,30,0.16666666666666666,map
2096,Pointing,Inf,60,0.5,map
2096,Pointing,Inf,90,0.6666666666666666,map
2294,Pointing,3s,120,0.6666666666666666,map
2294,Pointing,3s,150,0.5,map
2294,Pointing,3s,180,0.5,map
2294,Pointing,3s,30,0.5,map
2294,Pointing,3s,60,0.5,map
2294,Pointing,3s,90,0.5,map
2294,Pointing,Inf,120,0.16666666666666666,map
2294,Pointing,Inf,150,0.6666666666666666,map
2294,Pointing,Inf,180,0.16666666666666666,map
2294,Pointing,Inf,30,0.16666666666666666,map
2294,Pointing,Inf,60,0.6666666666666666,map
2294,Pointing,Inf,90,0.3333333333333333,map
2299,Pointing,3s,120,0.5,map
2299,Pointing,3s,150,0.3333333333333333,map
2299,Pointing,3s,180,0.6666666666666666,map
2299,Pointing,3s,30,0.3333333333333333,map
2299,Pointing,3s,60,0.5,map
2299,Pointing,3s,90,0.5,map
2299,Pointing,Inf,120,0.3333333333333333,map
2299,Pointing,Inf,150,0.5,map
2299,Pointing,Inf,180,0.6666666666666666,map
2299,Pointing,Inf,30,0.5,map
2299,Pointing,Inf,60,0.6666666666666666,map
2299,Pointing,Inf,90,0.5,map
2557,Pointing,3s,120,0.16666666666666666,map
2557,Pointing,3s,150,0.5,map
2557,Pointing,3s,180,0.0,map
2557,Pointing,3s,30,0.3333333333333333,map
2557,Pointing,3s,60,0.6666666666666666,map
2557,Pointing,3s,90,0.3333333333333333,map
2557,Pointing,Inf,120,0.8333333333333334,map
2557,Pointing,Inf,150,0.5,map
2557,Pointing,Inf,180,0.5,map
2557,Pointing,Inf,30,0.6666666666666666,map
2557,Pointing,Inf,60,0.5,map
2557,Pointing,Inf,90,0.6666666666666666,map
3426,Pointing,3s,120,0.6666666666666666,map
3426,Pointing,3s,150,0.5,map
3426,Pointing,3s,180,0.8333333333333334,map
3426,Pointing,3s,30,0.16666666666666666,map
3426,Pointing,3s,60,0.8333333333333334,map
3426,Pointing,3s,90,0.5,map
3426,Pointing,Inf,120,0.8333333333333334,map
3426,Pointing,Inf,150,0.8333333333333334,map
3426,Pointing,Inf,180,0.6666666666666666,map
3426,Pointing,Inf,30,0.8333333333333334,map
3426,Pointing,Inf,60,0.3333333333333333,map
3426,Pointing,Inf,90,0.3333333333333333,map
4199,Pointing,3s,120,0.6666666666666666,map
4199,Pointing,3s,150,0.6666666666666666,map
4199,Pointing,3s,180,0.5,map
4199,Pointing,3s,30,0.3333333333333333,map
4199,Pointing,3s,60,0.3333333333333333,map
4199,Pointing,3s,90,0.6666666666666666,map
4199,Pointing,Inf,120,0.6666666666666666,map
4199,Pointing,Inf,150,0.5,map
4199,Pointing,Inf,180,0.8333333333333334,map
4199,Pointing,Inf,30,0.6666666666666666,map
4199,Pointing,Inf,60,0.6666666666666666,map
4199,Pointing,Inf,90,0.8333333333333334,map
4749,Pointing,3s,120,0.5,map
4749,Pointing,3s,150,0.6666666666666666,map
4749,Pointing,3s,180,0.3333333333333333,map
4749,Pointing,3s,30,0.5,map
4749,Pointing,3s,60,0.6666666666666666,map
4749,Pointing,3s,90,0.6666666666666666,map
4749,Pointing,Inf,120,0.6666666666666666,map
4749,Pointing,Inf,150,0.3333333333333333,map
4749,Pointing,Inf,180,0.3333333333333333,map
4749,Pointing,Inf,30,0.5,map
4749,Pointing,Inf,60,0.6666666666666666,map
4749,Pointing,Inf,90,0.6666666666666666,map
5048,Pointing,3s,120,0.5,map
5048,Pointing,3s,150,0.8333333333333334,map
5048,Pointing,3s,180,0.3333333333333333,map
5048,Pointing,3s,30,0.16666666666666666,map
